Customer Account,Customer Account Age,Customer Nationality,Suspicious activity found in previous transactions,KYC Complied,Frequency of transaction in last 30 days,Average Transaction Amount
8396661DB,14.47,USA,0,1,5,4385.05
8396661DB,3.85,USA,0,1,5,69924.64
8396661DB,23.08,USA,0,0,6,84704.22
FEDFC8BF0,12.77,USA,0,0,7,30669.72
FEDFC8BF0,29.16,USA,0,1,5,16945.715
FEDFC8BF0,9.75,UK,0,1,7,17539.90333
FEDFC8BF0,27.76,USA,0,1,2,19536.915
FEDFC8BF0,29.41,USA,0,1,4,24320.988
FEDFC8BF0,24.12,UK,0,1,2,44032.95167
FEDFC8BF0,24.36,UK,0,0,7,38693.68857
AA77A827E,23.98,UK,0,0,7,22127.63
AA77A827E,12.14,USA,0,0,5,11528.655
94C4AFA48,6.23,USA,0,0,5,7250.51
94C4AFA48,23.91,USA,0,0,3,537369.25
94C4AFA48,17.22,UK,1,0,5,364790.6467
143AFB406,10.48,UK,0,1,7,6016.44
143AFB406,21.95,India,0,1,4,12000.365
143AFB406,8.22,UK,0,1,6,11150.28333
143AFB406,10.7,USA,0,1,1,14357.6
143AFB406,29.09,USA,0,1,5,20585.506
143AFB406,9.72,UK,0,0,3,22577.24333
143AFB406,15.13,UAE,0,1,3,23286.25143
143AFB406,22.52,Canada,0,1,5,22594.08
143AFB406,19.73,UK,1,0,3,23257.88556
5AE816F1A,10.16,Canada,0,1,6,32946.78
5AE816F1A,24.78,UK,0,0,5,31267.01
5AE816F1A,28.81,UAE,0,1,5,91382.29333
5AE816F1A,23.77,Canada,0,1,3,70240.0725
5AE816F1A,11.44,UK,0,0,1,56926.836
5AE816F1A,5.12,UK,0,1,3,69382.30667
5AE816F1A,1.83,UK,0,0,5,60770.62571
5AE816F1A,10.02,Canada,0,1,9,61173.86
5AE816F1A,7.47,Canada,0,0,5,54578.56667
0D9620812,3.89,USA,0,1,5,15185.14
0D9620812,24.69,USA,0,0,3,13831.325
971EB21CD,6.95,USA,0,1,12,908.99
971EB21CD,20.99,USA,0,1,3,8753.23
971EB21CD,17.15,India,0,1,14,266985.4533
971EB21CD,27.21,USA,0,1,8,206389.86
971EB21CD,25.22,USA,1,0,0.01,168595.916
971EB21CD,4.07,USA,0,1,7,149887.705
31C10B205,27.13,UK,0,1,5,30284.17
31C10B205,19.74,USA,0,0,2,43933.83
31C10B205,11.95,Canada,0,1,5,64539.61
31C10B205,18.16,USA,0,1,4,54753.425
31C10B205,19.22,UAE,0,1,10,54468.072
31C10B205,6.61,USA,0,1,3,56171.115
31C10B205,22.73,UK,0,0,11,58594.42429
31C10B205,7.11,Canada,0,0,7,52301.5975
D426A99F6,21.48,USA,0,0,3,7281.64
D426A99F6,25.57,UK,0,1,5,14547.285
D426A99F6,19.56,India,0,1,5,25028.59
D426A99F6,29.57,USA,0,1,6,25993.6525
D426A99F6,7.2,UK,0,0,5,24202.944
73B4FF0A7,1.49,India,0,0,5,9601.7
73B4FF0A7,12.71,USA,0,1,4,67086.52
73B4FF0A7,16.52,USA,0,0,2,49432.61333
73B4FF0A7,17.63,UK,0,1,6,38305.49
73B4FF0A7,18.84,Switzerland,0,1,7,31585.238
73B4FF0A7,5.92,USA,0,1,3,27692.26667
73B4FF0A7,19.93,UK,0,0,9,25493.21143
73B4FF0A7,6.15,USA,1,1,6,24602.1425
73B4FF0A7,20.46,USA,0,1,3,38303.75333
73B4FF0A7,1.86,India,0,0,5,40968.415
E4277C2AE,14.48,UK,1,1,6,19108.85
E4277C2AE,13.61,India,1,1,2,45467.565
E4277C2AE,24.98,USA,0,1,6,31744.31333
E4277C2AE,20.77,Canada,0,1,6,34652.11
E4277C2AE,25.46,UK,0,1,1,43109.84
E4277C2AE,1.06,USA,1,1,5,40946.01833
E4277C2AE,5,UK,0,0,6,35802.57857
7FC7E7A09,3.64,UK,0,1,2,21905.09
7FC7E7A09,12.23,Canada,0,1,8,38961.8
AD3D01BA4,19.83,UK,0,1,1,209017.09
AD3D01BA4,19.87,USA,0,0,5,105066.15
AD3D01BA4,13.17,USA,0,1,6,74418.81667
AD3D01BA4,6.85,USA,0,1,3,74883.9075
AD3D01BA4,8.63,UK,1,1,6,63041.738
AD3D01BA4,19.84,USA,0,1,3,57432.04
AD3D01BA4,19.67,India,0,0,7,52687.82714
0E4D3CF1B,15.12,UK,0,0,9,11451.29
0E4D3CF1B,11.08,USA,0,1,6,9884.99
0E4D3CF1B,20.51,Switzerland,0,0,2,14821.94333
0E4D3CF1B,24.08,USA,0,0,2,30197.4775
0E4D3CF1B,18.49,India,0,1,3,30979.67
0E4D3CF1B,8.29,Canada,0,1,6,34308.015
0E4D3CF1B,22.97,UK,0,1,4,30517.25143
A5E1E7F61,16.55,USA,0,1,6,860595.67
A5E1E7F61,11.76,Switzerland,0,1,6,439911.495
A5E1E7F61,15.32,India,0,1,4,295336.1467
A5E1E7F61,21.46,India,0,1,4,226726.4925
A5E1E7F61,12.15,UK,1,1,6,181492.614
A5E1E7F61,23.99,India,0,0,9,159169.4267
5360E907E,17.15,UK,1,0,4,9224.84
5360E907E,16.23,USA,0,1,5,4878.43
5360E907E,25.98,USA,0,1,5,7234.163333
5360E907E,26.9,USA,0,1,4,17726.5825
5360E907E,3.27,Canada,0,1,4,20577.432
5360E907E,28.04,USA,0,0,6,52658.96167
5360E907E,7.1,UK,0,1,3,46284.58714
5360E907E,23.33,USA,0,0,7,43933.38125
5360E907E,13.42,USA,0,1,4,39066.82667
D74F83C75,8.51,UK,0,1,3,54891.46
D74F83C75,24.83,USA,0,1,6,31578.395
D74F83C75,27.96,UK,0,0,6,29590.41333
D74F83C75,29.5,UK,1,1,6,30158.1275
D74F83C75,3.01,India,0,1,8,26724.616
D74F83C75,19.59,UK,1,1,3,26879.97167
D74F83C75,21.6,USA,0,1,4,26898.34714
76E226506,17.88,India,1,1,3,9395.53
76E226506,26.07,UK,0,1,4,5611.26
7D070B07A,4.75,USA,0,0,6,7113.87
7D070B07A,22.78,USA,0,1,3,29062.39
7D070B07A,21.15,USA,0,1,6,83621.61667
7D070B07A,1.45,India,0,1,4,73281.355
7D070B07A,8.56,USA,0,1,5,59131.488
7D070B07A,19.82,USA,0,1,7,52593.51833
7D070B07A,18.61,USA,0,1,5,47532.46286
7D070B07A,3.19,India,0,1,4,42760.64875
7D070B07A,14.56,UK,0,1,8,38201.36444
E646B3058,23.63,Switzerland,0,1,8,197076.65
E646B3058,7.18,UK,0,1,5,99961.61
C5675B57A,5.19,USA,0,1,4,8234.04
C5675B57A,4.84,UK,0,0,4,7056.275
C5675B57A,29.4,USA,0,1,5,22443.48667
C5675B57A,17.13,Canada,0,1,6,19812.5375
C5675B57A,15.14,India,0,1,2,16360.064
C5675B57A,3.25,Canada,0,1,3,14662.595
C5675B57A,22.11,UK,1,1,4,12952.40286
C5675B57A,24.72,USA,0,0,2,37823.89625
C5675B57A,12.46,UK,0,1,4,36071.57889
C5675B57A,9.59,USA,0,0,5,38736.197
BF23C6816,2.22,USA,0,0,4,3661.93
BF23C6816,23.46,India,0,1,6,8577.92
BF23C6816,11.85,UK,0,1,4,12381.08
BF23C6816,16.67,UK,0,0,1,10906.94
4143846F8,27.37,USA,0,1,7,61281.91
4143846F8,22.07,USA,0,1,3,48029.795
4143846F8,12.39,UK,1,0,4,50099.53333
4143846F8,2.98,USA,0,1,7,42848.495
4143846F8,4.74,UK,0,1,5,35765.34
4143846F8,3.89,UK,0,1,6,36307.425
4143846F8,7.68,Canada,0,0,5,31906.29571
D6AADEC1B,8.96,Switzerland,0,1,6,1272
D6AADEC1B,24.37,Canada,0,1,5,5579.245
D6AADEC1B,23.51,UK,1,0,3,38000.02333
D6AADEC1B,19.3,UK,0,0,5,29291.01
D6AADEC1B,7.83,Canada,1,0,4,33864.954
A597AA98D,29.32,USA,0,1,8,2047.48
A597AA98D,8.35,UK,0,1,3,20782.515
A597AA98D,28.57,USA,0,1,3,42674.94333
A597AA98D,28.03,UK,0,1,5,33256.1025
A597AA98D,21.67,USA,0,1,1,29395.864
769124701,3.78,USA,0,1,6,6620.38
769124701,11.02,USA,0,1,7,27871.305
769124701,12.3,UK,0,1,7,24253.59
769124701,17.68,India,0,1,3,41223.135
769124701,10.12,Canada,0,1,4,33874.248
769124701,4.49,UK,0,0,5,39660.105
769124701,25.97,India,0,1,6,48855.00286
769124701,4.1,UK,0,1,6,45002.68375
A635EE5D2,23.33,India,0,0,5,30889.68
A635EE5D2,13.44,India,0,1,5,46766.13
A635EE5D2,17.08,UK,0,1,10,36681.19
A635EE5D2,29.85,UK,0,0,3,56642.68
A635EE5D2,29.03,USA,0,0,6,77374.08
A635EE5D2,3.07,Canada,0,1,8,70970.21833
A635EE5D2,25.82,UK,0,1,10,63923.59857
A635EE5D2,14.76,India,0,1,6,68962.78
A635EE5D2,8.93,India,0,1,9,114548.7122
B72B1CEAC,25.38,USA,0,1,3,3774.07
B72B1CEAC,11.96,UK,1,0,4,6448.805
B72B1CEAC,5.68,USA,0,1,4,44879.08667
B72B1CEAC,27.38,USA,0,1,7,50211.3475
B72B1CEAC,6,UK,0,1,4,40783.312
B72B1CEAC,18.74,Canada,0,1,1,34794.89333
B72B1CEAC,7.52,India,0,1,6,36660.30571
B72B1CEAC,11.72,UK,0,0,6,33324.20375
B72B1CEAC,25.81,UK,0,1,6,34364.80778
B72B1CEAC,14.24,USA,0,1,4,66018.148
53DBB9ECA,3.33,UK,0,0,9,106997.87
53DBB9ECA,19.81,UK,0,1,8,103770.66
53DBB9ECA,11.4,UK,0,1,5,90357.17667
53DBB9ECA,29.19,USA,0,0,3,69245.9575
22363E5B3,19.97,USA,1,0,5,188809.23
22363E5B3,24.62,India,1,1,3,116361.66
22363E5B3,28.32,UK,0,1,2,160706.9
22363E5B3,1.43,Canada,0,1,5,132867.0325
22363E5B3,6.71,USA,0,1,6,125654.556
22363E5B3,29.15,UK,1,0,4,126158.1183
22363E5B3,9.92,Canada,0,1,4,109191.13
22363E5B3,7.03,India,0,0,4,95853.85375
E740EFB06,3.82,India,0,1,4,2758.86
E740EFB06,19.79,UK,0,1,7,37884.825
B262A8812,29.45,USA,0,1,4,89191.66
B262A8812,1.3,USA,0,1,2,48122.33
B262A8812,18.8,India,0,1,5,32458.81
0D32B4C2D,29.81,USA,0,0,5,11397.82
0D32B4C2D,17.58,UK,0,0,4,8865.49
498AF9A61,2.1,Switzerland,1,1,6,15494.87
498AF9A61,18,UK,0,1,8,26390
498AF9A61,25.1,UK,0,0,4,25946.80333
498AF9A61,12.1,India,0,1,5,46684.385
498AF9A61,11.2,USA,0,1,1,42469.336
498AF9A61,25.7,India,0,1,9,38161
498AF9A61,23.01,USA,0,0,4,33086.01571
498AF9A61,23.28,India,0,1,1,29687.09875
498AF9A61,15.6,Canada,0,0,5,27897.8
336A6FD50,8.83,UK,0,1,7,36584.55
336A6FD50,24.36,UK,0,1,3,20492.025
336A6FD50,27.43,India,1,1,7,21082.98
336A6FD50,4.53,USA,0,1,3,17490.7975
336A6FD50,8.7,UK,0,1,3,15580.336
3D49EFC95,20.82,USA,0,0,8,73310.26
3D49EFC95,24.56,UAE,0,1,2,128702.135
3D49EFC95,3.61,UK,0,1,4,90572.60333
3D49EFC95,11.49,USA,0,1,4,68596.805
3D49EFC95,4.87,USA,0,0,3,55845.556
3D49EFC95,26.9,India,1,1,4,48060.70833
26503F027,28.88,USA,0,1,8,14095.45
26503F027,27.3,India,0,1,6,12677.26
26503F027,21.39,UK,0,0,5,11609.23
26503F027,23.39,India,0,0,8,13299.765
26503F027,8,USA,0,1,9,37102.02
4410FEACE,25.27,Canada,0,1,8,17649.33
4410FEACE,25.11,UK,0,1,5,10150.725
4410FEACE,22.18,USA,0,1,8,24525.61667
4410FEACE,7.17,USA,0,1,1,22842.7625
4410FEACE,26.72,USA,1,0,7,20380.794
4410FEACE,4.04,UK,0,1,8,25710.01833
4410FEACE,19.25,UK,0,0,6,22559.19571
422B067F3,11.58,USA,0,1,2,45531.91
422B067F3,21.41,UK,0,1,8,28901.505
BE8A7867A,19.69,Canada,0,1,5,10888.01
BE8A7867A,14.68,Switzerland,0,1,7,11872.99
1A25F67FD,12.22,Switzerland,0,0,4,2262.29
1A25F67FD,8.33,USA,0,1,5,13324.195
1A25F67FD,9.09,UK,0,0,4,13091.17333
1A25F67FD,13.41,UAE,0,1,5,15565.1925
1A25F67FD,22.37,USA,0,1,5,14539.4
1A25F67FD,6.65,Canada,0,1,4,19049.15167
1A25F67FD,20.46,UK,0,1,7,30217.34286
1A25F67FD,15.7,India,1,1,6,26833.81625
081CD2C59,7.14,UK,0,1,4,23156.33
081CD2C59,27.62,Switzerland,0,0,4,28724.875
081CD2C59,5.01,USA,0,1,1,20385.00333
081CD2C59,28.25,UK,1,0,2,17741.4775
081CD2C59,2.72,UK,0,0,6,15083.516
081CD2C59,2.88,UK,0,1,7,50559.245
081CD2C59,19.87,Canada,1,1,4,44723.52714
22A38DD45,26.33,Canada,0,1,5,41468.98
22A38DD45,12.05,India,0,1,9,21587.9
22A38DD45,24.6,UK,0,0,5,124732.6433
22A38DD45,2.95,UK,0,1,5,97143.6275
22A38DD45,23.64,UK,1,1,2,78040.38
22A38DD45,6.25,India,0,0,4,65216.49333
99858FEF7,21.53,India,0,1,2,72775.91
99858FEF7,24.92,UK,0,0,6,77012.97
99858FEF7,18.1,USA,0,1,3,74869.24
99858FEF7,12.75,UK,0,0,5,66070.405
E37C04B44,27.02,USA,0,1,6,55075.32
E37C04B44,7.96,USA,0,1,4,38745.805
E37C04B44,26.32,India,0,1,10,235368.7533
E37C04B44,23,UK,0,0,8,181608.615
E37C04B44,17.91,USA,0,1,3,146802.108
E37C04B44,2.67,India,0,1,5,124343.5567
E37C04B44,20.5,Canada,0,0,4,107956.7543
E37C04B44,11.41,UK,0,1,2,100249.445
F6817028F,29.74,USA,0,0,3,27068.93
F6817028F,4.98,Canada,0,1,9,20734.985
F6817028F,10.58,UK,0,1,4,21422.48667
F6817028F,13.2,USA,0,1,8,20477.4675
F6817028F,4.39,USA,0,0,6,18481.278
EF96253FA,10.68,UK,0,1,5,50013.37
EF96253FA,14.93,India,0,1,5,42994.925
EF96253FA,2.77,India,0,1,2,34782.17667
055F3E9CF,7.73,USA,0,1,3,65184.68
055F3E9CF,12.91,USA,0,0,4,702014.26
E7AA2A6EE,2.51,UK,0,1,9,16936.85
E7AA2A6EE,6.86,Canada,0,0,6,18044.265
E7AA2A6EE,17.48,USA,0,1,2,19762.49
E7AA2A6EE,23.85,India,0,0,7,18266.6025
E7AA2A6EE,23.79,UK,1,1,6,16875.548
E7AA2A6EE,8.33,Canada,0,1,4,19977.65
583FB3F7D,25.47,USA,0,1,4,147922.62
583FB3F7D,27.06,India,0,1,14,79493.37
583FB3F7D,18.02,USA,0,1,3,56328.94333
583FB3F7D,29.81,UAE,0,1,2,96625.4425
583FB3F7D,2.59,UK,0,1,8,82429.89
583FB3F7D,27.8,USA,0,0,6,92888.13
583FB3F7D,12.78,Switzerland,0,1,4,87293.16286
583FB3F7D,2.14,India,0,1,4,78797.54875
583FB3F7D,11.93,Canada,1,0,3,71024.42556
583FB3F7D,22.79,USA,0,1,7,65980.848
BD4200531,3.77,USA,0,1,1,71515.91
BD4200531,6.69,USA,0,1,4,45491.095
BD4200531,12.67,USA,0,0,5,32856.16667
A0318C4EB,14.59,UK,0,1,4,371.73
A0318C4EB,4.29,UK,0,1,6,112950.765
A0318C4EB,10.77,UK,0,1,4,84158.98
A0318C4EB,14.28,India,0,0,1,64704.42
A18A4AFAD,18.48,India,0,1,3,5904.92
A18A4AFAD,11.05,UK,0,1,5,47564.45
A18A4AFAD,2.26,Canada,0,1,6,52808.76333
A18A4AFAD,1.32,USA,0,0,6,48909.1925
A18A4AFAD,5.77,India,0,0,9,51027.8
A18A4AFAD,14.57,Canada,1,1,3,45060.145
A18A4AFAD,11.77,USA,0,1,3,39474.96571
A18A4AFAD,10.03,UK,0,1,5,48984.45625
9FDE4AA8A,21.69,USA,0,0,5,12626.91
9FDE4AA8A,7.56,USA,0,0,8,32611.86
9FDE4AA8A,12.77,India,0,1,4,67946.75333
9FDE4AA8A,10.54,UK,0,1,4,64171.28
9FDE4AA8A,13.4,India,0,1,7,53364.376
9FDE4AA8A,18.88,UK,0,1,2,50906.47333
9FDE4AA8A,17.79,USA,0,0,5,96420.13429
8D04C84BC,3.12,India,0,1,8,10160.94
8D04C84BC,14.23,UK,0,1,5,6806.79
8D04C84BC,3.54,USA,0,1,5,4830.833333
8D04C84BC,17.42,UK,0,1,5,74449.935
8D04C84BC,15.09,UK,0,1,2,60227.92
8D04C84BC,23.96,Switzerland,0,1,5,57562.375
8D04C84BC,18.27,UK,0,0,2,52418.85429
8D04C84BC,14.27,UK,0,1,4,46962.8825
8D04C84BC,19.8,India,0,1,6,43031.18
CCCC3DCA1,20.88,Canada,0,1,5,18736.96
CCCC3DCA1,9.59,UK,0,1,2,25487.32
CCCC3DCA1,15.12,Canada,0,1,7,21243.73333
CCCC3DCA1,7.59,USA,1,0,4,30951.3075
CCCC3DCA1,7.03,UK,0,1,3,27550.368
CCCC3DCA1,11.1,USA,0,1,5,52186.925
CCCC3DCA1,12.56,USA,0,1,8,61629.57143
CCCC3DCA1,16.21,USA,0,1,5,79798.3975
CCCC3DCA1,10.52,UK,0,1,6,89387.75889
CCCC3DCA1,27.33,India,0,0,2,81673.105
197189535,1.64,UK,0,1,3,32508.47
197189535,1.26,UK,0,1,2,32958.47
ED1FE7486,13.87,UAE,0,1,5,10246.82
ED1FE7486,5.12,UK,0,1,7,5390.08
ED1FE7486,21.98,Canada,0,1,5,4640.01
ED1FE7486,19.51,USA,0,1,2,12718.9475
ED1FE7486,18.98,USA,0,1,4,12679.024
ED1FE7486,9.18,UK,1,1,4,12707.00833
57CF6D688,26.93,USA,1,0,2,346777.62
57CF6D688,14.76,UK,0,1,3,185411.185
57CF6D688,13.36,UK,0,1,8,124457.2067
57CF6D688,9.06,USA,0,1,2,97457.83
57CF6D688,28.51,UK,0,0,3,78168.242
684B18523,14.36,UK,0,1,7,5821.3
684B18523,20.25,UK,0,1,6,3195.38
684B18523,4.37,USA,0,1,4,41552.53667
684B18523,24.53,India,0,0,4,32346.18
684B18523,22.54,USA,0,1,6,28897.522
684B18523,5.47,India,0,1,0.01,31138.83833
A0E62FCC6,18.58,UK,0,1,4,80955.04
A0E62FCC6,16.85,India,0,1,4,57266.885
A0E62FCC6,21.95,USA,0,1,6,128706.6033
A0E62FCC6,25.43,USA,0,1,3,111282.6175
A0E62FCC6,28.55,India,0,0,6,89914.318
A0E62FCC6,17,USA,0,1,4,77480.23333
A0E62FCC6,29.73,USA,0,1,4,66662.62714
A0E62FCC6,8.55,UK,0,1,3,58456.3375
A0E62FCC6,26.84,India,0,0,5,53765.1
A0E62FCC6,17.83,USA,1,1,3,48606.159
6EFE42C92,26.09,UK,0,0,7,36946.65
6EFE42C92,13.3,India,0,1,0.01,30545.925
6EFE42C92,6.93,USA,0,1,2,35050.34667
6EFE42C92,29.78,Switzerland,0,1,4,48246.195
6EFE42C92,23.21,USA,0,0,2,43304.402
6EFE42C92,11.46,Canada,0,1,4,50901.00667
7A591D02C,2.83,USA,0,0,9,15408.35
7A591D02C,11.7,UK,0,1,5,26667.775
7A591D02C,10.35,India,1,1,7,19710.88
C94000687,18.38,UK,0,1,3,20844.58
C94000687,16.88,India,0,1,3,63913.485
C94000687,9.98,India,0,0,1,45368.93
C94000687,20.15,USA,0,1,6,51455.615
C94000687,14.34,India,0,1,4,42728.17
C94000687,19.97,USA,0,1,5,38206.555
9C275F2B4,16.99,UK,0,1,5,25247.9
9C275F2B4,22.64,USA,0,0,2,19297.88
91CC31FEE,14.65,Canada,0,1,4,24465.37
91CC31FEE,8.06,USA,0,1,8,24247.6
91CC31FEE,3.42,USA,1,1,5,24527.42333
91CC31FEE,17.56,India,0,1,4,19967.51
91CC31FEE,3.98,India,0,1,5,33964.624
91CC31FEE,2.33,USA,0,1,6,49366.84333
91CC31FEE,15.11,USA,0,1,5,45676.00286
91CC31FEE,23.43,India,0,1,5,55024.005
91CC31FEE,9.08,UK,1,1,4,49255.31333
91CC31FEE,7.27,Canada,0,0,4,82700.74
334CD285D,5.26,USA,0,1,5,10357.14
334CD285D,29.09,USA,0,1,2,16206.925
334CD285D,20.55,USA,0,1,8,14529.29333
334CD285D,22.99,USA,0,1,3,23510.4825
334CD285D,23.56,USA,0,1,3,19898.014
334CD285D,29.38,USA,1,0,8,17276.16333
334CD285D,13.33,Switzerland,0,0,1,21457.92857
0C64D8A28,16.02,India,0,1,4,57730.13
0C64D8A28,10.77,India,0,1,7,66114.05
0C64D8A28,17.15,USA,0,1,7,80531.05
0C64D8A28,7.21,USA,0,0,3,125077.7575
AC7FB1109,23.3,Canada,0,1,1,41662.13
AC7FB1109,7.31,USA,0,1,2,47742.62
AC7FB1109,25.54,USA,0,1,4,38663.6
AC7FB1109,29.59,USA,0,0,7,50252.305
AC7FB1109,7.97,India,0,1,3,40494.184
AC7FB1109,18.77,UK,0,1,6,47683.30167
1A5905F64,8.93,Switzerland,0,0,6,290767.27
1A5905F64,23.61,USA,0,1,3,149550.14
1A5905F64,3.42,Canada,0,1,6,118173.4433
1A5905F64,26.99,USA,0,1,3,96839.1825
1A5905F64,29.61,Switzerland,0,1,3,78816.534
9DBA4FC48,28.01,USA,0,1,4,50068.29
9DBA4FC48,2.12,Switzerland,0,1,5,27640.47
9DBA4FC48,12.46,UK,0,1,3,89521.18333
9DBA4FC48,12.04,USA,0,1,9,107894.74
DEF110290,10.22,UAE,0,1,4,5042.16
DEF110290,15.89,Canada,0,0,7,7156.635
DEF110290,9.56,USA,0,1,3,8133.916667
DEF110290,2.03,UK,0,1,3,44364.2325
DEF110290,10.07,USA,0,0,4,73148.97
7E4E83148,24.73,UK,0,0,1,2836.7
7E4E83148,4.59,India,0,1,4,457746.695
7E4E83148,25.74,UK,0,1,5,350841.2967
B8EC8CD95,15.83,USA,0,0,6,8745.6
B8EC8CD95,1.96,UK,0,1,3,14538.82
B8EC8CD95,25.37,UK,0,1,8,42213.60333
B8EC8CD95,8.77,USA,0,0,2,37885.74
B8EC8CD95,5.35,UK,0,1,8,37384.538
B8EC8CD95,6.97,India,0,1,7,35107.57833
B8EC8CD95,24.93,USA,0,0,2,30454.58571
B8EC8CD95,9.12,India,0,0,4,27585.32875
B8EC8CD95,19.2,India,0,1,10,26175.27333
0F2E2BA3C,15.55,UK,0,1,5,1300.72
0F2E2BA3C,25.92,India,0,0,5,24843
0F2E2BA3C,6.32,USA,0,1,4,18246.21667
0F2E2BA3C,2.02,USA,1,1,3,16024.2525
0F2E2BA3C,16.85,UK,0,1,5,53217.016
0F2E2BA3C,13.71,USA,1,1,4,52699.43167
0F2E2BA3C,15.24,India,0,1,4,51409.57
0F2E2BA3C,1.6,Canada,0,1,7,50467.99625
0F2E2BA3C,17.73,USA,0,1,2,47263.85444
5394A2B3B,28.55,UK,0,1,4,13790.15
5394A2B3B,14.4,USA,0,1,5,31464.93
5394A2B3B,23.62,Canada,0,0,7,31330.33667
5394A2B3B,16.57,USA,0,1,5,29914.1175
68A4E12F7,12.03,USA,0,0,5,18456.47
68A4E12F7,24.14,Canada,0,1,6,10896.63
68A4E12F7,27.46,USA,0,1,7,8651.463333
68A4E12F7,24.49,India,0,0,9,12061.0025
68A4E12F7,17.74,UK,0,1,6,11889.49
68A4E12F7,11.96,India,1,1,2,19561.89667
68A4E12F7,28.52,UK,0,0,9,17360.02
C1AC0680C,24.51,UK,0,1,5,195995.13
C1AC0680C,5.19,USA,0,0,2,120094.3
C1AC0680C,26.32,UAE,0,1,4,83331.31333
C1AC0680C,2.45,USA,0,0,1,62778.9475
E327EA30B,28.91,Canada,0,1,6,460004.5
E327EA30B,25.91,USA,0,1,7,252073.025
E327EA30B,21.84,USA,0,1,4,212276.4833
E327EA30B,10.71,UK,0,1,3,160959.9625
3C41C4D6C,17.27,Canada,0,1,6,2868.97
3C41C4D6C,21.11,UK,0,1,7,55516.955
3C41C4D6C,21.54,UK,0,1,9,53430.92
3C41C4D6C,22.39,USA,0,1,9,41740.54
3C41C4D6C,12.3,UK,0,0,5,34814.834
3C41C4D6C,10.9,UK,0,0,5,29789.125
FBAECC5A6,23.92,UK,0,1,8,34014.76
FBAECC5A6,14.2,USA,1,1,5,30853.535
FBAECC5A6,6.67,UK,0,0,6,22245.4
FBAECC5A6,17.58,UAE,0,1,6,22487.3875
FBAECC5A6,14.75,UK,0,1,2,22057.414
FBAECC5A6,12.77,UK,0,0,10,23385.375
FBAECC5A6,3.11,UK,0,1,5,24794.81
FBAECC5A6,10.51,Switzerland,0,0,10,22053.19875
B0C7CA9DF,24.1,USA,0,1,3,8849.89
B0C7CA9DF,27.05,USA,0,0,8,21643.765
B0C7CA9DF,17.92,UK,0,1,3,40606.55
B0C7CA9DF,15.75,USA,0,1,6,82049.865
B0C7CA9DF,24.82,UK,0,1,7,71206.272
B0C7CA9DF,16.16,Canada,0,1,2,62937.99167
B0C7CA9DF,3.38,USA,0,1,4,60353.56429
B0C7CA9DF,17.66,UK,0,0,4,53877.71625
B0C7CA9DF,11.24,UAE,0,0,2,49125.95667
67786417E,3.11,UK,0,1,8,47387.91
67786417E,3.09,UK,0,1,7,37905.765
67786417E,29.8,USA,0,1,2,44695.09
67786417E,25.18,UK,0,1,4,34119.9225
67786417E,8.65,USA,0,1,3,41956.386
28359668E,28.77,Canada,0,1,7,36140.43
28359668E,28.68,USA,0,1,4,53581.045
28359668E,5.98,USA,0,1,6,36803.25333
28359668E,12.38,USA,0,1,5,41120.025
28359668E,18.74,USA,0,1,7,35264.634
28359668E,22.72,UK,1,1,7,34512.97667
28359668E,4.01,India,0,0,10,32398.35571
CE52F2216,21.89,UK,0,1,3,21117.59
CE52F2216,21.75,USA,0,0,7,91387.675
CE52F2216,16.09,USA,0,1,8,64834.24333
CE52F2216,20.47,UK,0,0,5,56176.7125
CE52F2216,26.85,India,0,1,7,49913.286
CE52F2216,12.22,India,1,1,3,41806.43667
CE52F2216,24.75,USA,0,0,4,37530.14143
CE52F2216,20.4,USA,0,0,5,34232.80375
CE52F2216,20.04,UK,0,1,7,33598.05111
CE52F2216,22.42,USA,0,1,4,38111.237
B08E66E0A,19.97,USA,0,0,4,5470.17
B08E66E0A,25.41,USA,0,0,4,7663.86
B08E66E0A,16.67,UK,0,1,2,12431.38667
B08E66E0A,20.21,USA,0,0,3,11329.87
B08E66E0A,27.21,India,1,1,4,9957.36
B08E66E0A,24.03,USA,0,1,5,14259.16333
B08E66E0A,29.95,UK,0,0,5,14343.20571
B08E66E0A,21.05,Canada,0,0,3,14207.35
06D0DAD00,6.4,Canada,0,0,5,23018.21
06D0DAD00,2.63,UK,0,1,6,20992.94
06D0DAD00,21.08,USA,1,1,4,14479.35
06D0DAD00,18.52,UK,0,1,6,11625.1375
06D0DAD00,7.66,UK,0,0,3,12011.926
06D0DAD00,5.59,USA,0,1,6,14573.36
06D0DAD00,14.15,India,0,1,8,20595.75571
06D0DAD00,12.95,USA,0,1,5,18185.67875
A302C0EA4,14.49,USA,1,1,7,233711.05
A302C0EA4,8.41,USA,1,0,8,117926
A302C0EA4,5.69,India,0,1,5,99047.81
40CA983DA,10.75,USA,0,1,6,57277.58
40CA983DA,1.92,UK,0,0,4,49273.37
40CA983DA,14.79,Canada,0,1,4,87315.08667
40CA983DA,15.86,USA,0,1,9,66465.005
40CA983DA,26.43,UK,0,1,6,55158.596
40CA983DA,5.06,UAE,0,1,8,48818.94333
37F3A9881,2.91,UK,0,1,7,3476.49
37F3A9881,29.14,USA,0,1,4,6557.535
37F3A9881,18.51,USA,0,1,6,11365.03333
